Rank,University,URL,Country,Number of FTE Students,Number of Students per staff,International Students,Female Male Ratio,Year
201–250,Chalmers University of Technology,https://www.timeshighereducation.com/world-university-rankings/chalmers-university-technology,Sweden,8325,11.9,0.17,32 : 68,2021
201–250,Copenhagen Business School,https://www.timeshighereducation.com/world-university-rankings/copenhagen-business-school,Denmark,16312,30.7,0.25,48 : 52,2021
201–250,Curtin University,https://www.timeshighereducation.com/world-university-rankings/curtin-university,Australia,30130,20.5,0.32,52 : 48,2021
201–250,University of Duisburg-Essen,https://www.timeshighereducation.com/world-university-rankings/university-duisburg-essen,Germany,42744,53.6,0.19,48 : 52,2021
201–250,University of Dundee,https://www.timeshighereducation.com/world-university-rankings/university-dundee,United Kingdom,12247,17.5,0.22,63 : 37,2021
201–250,Griffith University,https://www.timeshighereducation.com/world-university-rankings/griffith-university,Australia,33645,28.6,0.17,58 : 42,2021
201–250,University of Hawai’iat Mānoa,https://www.timeshighereducation.com/world-university-rankings/university-hawaii-manoa,United States,14732,10.6,0.1,57 : 43,2021
201–250,Hebrew University of Jerusalem,https://www.timeshighereducation.com/world-university-rankings/hebrew-university-jerusalem,Israel,16105,11.9,0.05,57 : 43,2021
201–250,University of Hohenheim,https://www.timeshighereducation.com/world-university-rankings/university-hohenheim,Germany,9235,42.5,0.15,57 : 43,2021
201–250,Howard University,https://www.timeshighereducation.com/world-university-rankings/howard-university,United States,8766,9.3,0.08,67 : 33,2021
201–250,University of Iowa,https://www.timeshighereducation.com/world-university-rankings/university-iowa,United States,29406,11.6,0.1,53 : 47,2021
201–250,James Cook University,https://www.timeshighereducation.com/world-university-rankings/james-cook-university,Australia,11198,21,0.11,64 : 36,2021
201–250,Karlsruhe Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/karlsruhe-institute-technology,Germany,26886,27.9,0.23,28 : 72,2021
201–250,King Abdulaziz University,https://www.timeshighereducation.com/world-university-rankings/king-abdulaziz-university,Saudi Arabia,31869,7.8,0.22,54 : 46,2021
201–250,KTH Royal Institute of Technology,https://www.timeshighereducation.com/world-university-rankings/kth-royal-institute-technology,Sweden,13482,16.5,0.2,33 : 67,2021
201–250,La Trobe University,https://www.timeshighereducation.com/world-university-rankings/la-trobe-university,Australia,22303,31.9,0.3,64 : 36,2021
201–250,Université Librede Bruxelles,https://www.timeshighereducation.com/world-university-rankings/universite-libre-de-bruxelles,Belgium,24157,42.1,0.31,56 : 44,2021
201–250,University of Luxembourg,https://www.timeshighereducation.com/world-university-rankings/university-luxembourg,Luxembourg,4858,19,0.51,52 : 48,2021
201–250,University of Massachusetts,https://www.timeshighereducation.com/world-university-rankings/university-massachusetts,United States,61958,13.3,0.15,48 : 52,2021
201–250,Medical University of Graz,https://www.timeshighereducation.com/world-university-rankings/medical-university-graz,Austria,3541,12.1,0.25,52 : 48,2021
201–250,Medical University of Innsbruck,https://www.timeshighereducation.com/world-university-rankings/medical-university-innsbruck,Austria,3080,11,0.44,52 : 48,2021
201–250,Medical University of Vienna,https://www.timeshighereducation.com/world-university-rankings/medical-university-vienna,Austria,7466,8.8,0.3,52 : 48,2021
201–250,University of Miami,https://www.timeshighereducation.com/world-university-rankings/university-miami,United States,16179,6.3,0.16,52 : 48,2021
201–250,Moscow Institute of Physics and Technology (MIPT),https://www.timeshighereducation.com/world-university-rankings/moscow-institute-physics-and-technology-mipt,Russian Federation,5736,11.4,0.18,25 : 75,2021
201–250,University of Otago,https://www.timeshighereducation.com/world-university-rankings/university-otago,New Zealand,18571,20.4,0.21,59 : 41,2021
201–250,RCSI University of Medicine and Health Sciences,https://www.timeshighereducation.com/world-university-rankings/rcsi-university-medicine-and-health-sciences,Ireland,2355,23.1,0.65,n/a,2021
201–250,University of Reading,https://www.timeshighereducation.com/world-university-rankings/university-reading,United Kingdom,15207,15.8,0.31,57 : 43,2021
201–250,"St George’s, University of London",https://www.timeshighereducation.com/world-university-rankings/st-georges-university-london,United Kingdom,3425,12,0.21,62 : 38,2021
201–250,University of São Paulo,https://www.timeshighereducation.com/world-university-rankings/university-sao-paulo,Brazil,82961,16.1,0.04,47 : 53,2021
201–250,Sapienza University of Rome,https://www.timeshighereducation.com/world-university-rankings/sapienza-university-rome,Italy,77496,22.9,0.07,57 : 43,2021
201–250,University of South Florida (Tampa),https://www.timeshighereducation.com/world-university-rankings/university-south-florida-tampa,United States,34839,19.2,0.15,n/a,2021
201–250,University of St Andrews,https://www.timeshighereducation.com/world-university-rankings/university-st-andrews,United Kingdom,9614,12.8,0.47,58 : 42,2021
201–250,Télécom Paris,https://www.timeshighereducation.com/world-university-rankings/telecom-paris,France,897,5.4,0.43,19 : 81,2021
201–250,Tilburg University,https://www.timeshighereducation.com/world-university-rankings/tilburg-university,Netherlands,9380,24,0.16,47 : 53,2021
201–250,Tohoku University,https://www.timeshighereducation.com/world-university-rankings/tohoku-university,Japan,17752,11.7,0.12,27 : 73,2021
201–250,University of Twente,https://www.timeshighereducation.com/world-university-rankings/university-twente,Netherlands,8207,14.4,0.35,37 : 63,2021
201–250,University of Utah,https://www.timeshighereducation.com/world-university-rankings/university-utah,United States,30692,14.8,0.08,48 : 52,2021
201–250,Virginia Polytechnic Institute and State University,https://www.timeshighereducation.com/world-university-rankings/virginia-polytechnic-institute-and-state-university,United States,34155,18.4,0.14,43 : 57,2021
201–250,University of Waterloo,https://www.timeshighereducation.com/world-university-rankings/university-waterloo,Canada,32804,22.8,0.21,47 : 53,2021
201–250,Western University,https://www.timeshighereducation.com/world-university-rankings/western-university,Canada,29865,22.8,0.18,56 : 44,2021
201–250,Universityofthe Witwatersrand,https://www.timeshighereducation.com/world-university-rankings/university-witwatersrand,South Africa,27839,25.8,0.07,55 : 45,2021
201–250,University of Wollongong,https://www.timeshighereducation.com/world-university-rankings/university-wollongong,Australia,18517,30.5,0.29,52 : 48,2021
251–300,Alfaisal University,https://www.timeshighereducation.com/world-university-rankings/alfaisal-university,Saudi Arabia,2640,10.2,0.34,60 : 40,2021
251–300,Auckland University of Technology,https://www.timeshighereducation.com/world-university-rankings/auckland-university-technology,New Zealand,17909,17.1,0.49,59 : 41,2021
251–300,Australian Catholic University,https://www.timeshighereducation.com/world-university-rankings/australian-catholic-university,Australia,24087,46.3,0.13,73 : 27,2021
251–300,Brighton and Sussex Medical School,https://www.timeshighereducation.com/world-university-rankings/brighton-and-sussex-medical-school,United Kingdom,900,9.3,0.14,59 : 41,2021
251–300,Universityat Buffalo,https://www.timeshighereducation.com/world-university-rankings/university-buffalo,United States,26341,17.5,0.16,44 : 56,2021
251–300,"University of California, Riverside",https://www.timeshighereducation.com/world-university-rankings/university-california-riverside,United States,22498,17.7,0.14,53 : 47,2021
251–300,University of Cincinnati,https://www.timeshighereducation.com/world-university-rankings/university-cincinnati,United States,29309,20.5,0.09,51 : 49,2021
251–300,Dalhousie University,https://www.timeshighereducation.com/world-university-rankings/dalhousie-university,Canada,15651,13.3,0.26,54 : 46,2021
251–300,Deakin University,https://www.timeshighereducation.com/world-university-rankings/deakin-university,Australia,41341,33.9,0.26,57 : 43,2021
251–300,Écoledes Ponts ParisTech,https://www.timeshighereducation.com/world-university-rankings/ecole-des-ponts-paristech,France,2059,11.5,0.43,31 : 69,2021
251–300,École Normale Supérieurede Lyon,https://www.timeshighereducation.com/world-university-rankings/ecole-normale-superieure-de-lyon,France,2362,9,0.13,48 : 52,2021
251–300,Flinders University,https://www.timeshighereducation.com/world-university-rankings/flinders-university,Australia,17167,25.4,0.4,64 : 36,2021
251–300,Florida State University,https://www.timeshighereducation.com/world-university-rankings/florida-state-university,United States,38368,25.8,0.07,57 : 43,2021
251–300,Friedrich Schiller University Jena,https://www.timeshighereducation.com/world-university-rankings/friedrich-schiller-university-jena,Germany,17063,20.1,0.14,n/a,2021
251–300,George Mason University,https://www.timeshighereducation.com/world-university-rankings/george-mason-university,United States,30500,18.1,0.11,53 : 47,2021
251–300,Goethe University Frankfurt,https://www.timeshighereducation.com/world-university-rankings/goethe-university-frankfurt,Germany,46481,19.2,0.16,57 : 43,2021
251–300,HSE University,https://www.timeshighereducation.com/world-university-rankings/hse-university,Russian Federation,25268,14.8,0.11,n/a,2021
251–300,University of Illinois at Chicago,https://www.timeshighereducation.com/world-university-rankings/university-illinois-chicago,United States,27031,11.5,0.2,52 : 48,2021
251–300,Jacobs University,https://www.timeshighereducation.com/world-university-rankings/jacobs-university,Germany,1353,18.8,0.76,43 : 57,2021
251–300,University of Kiel,https://www.timeshighereducation.com/world-university-rankings/university-kiel,Germany,27181,22.3,0.08,53 : 47,2021
251–300,University of Konstanz,https://www.timeshighereducation.com/world-university-rankings/university-konstanz,Germany,11553,51.1,0.13,55 : 45,2021
251–300,Kyung Hee University,https://www.timeshighereducation.com/world-university-rankings/kyung-hee-university,South Korea,20862,17.5,0.23,54 : 46,2021
251–300,Université Laval,https://www.timeshighereducation.com/world-university-rankings/universite-laval,Canada,28874,17.2,0.13,58 : 42,2021
251–300,Macau University of Science and Technology,https://www.timeshighereducation.com/world-university-rankings/macau-university-science-and-technology,Macao,10596,24.9,0.84,56 : 44,2021
251–300,University of Navarra,https://www.timeshighereducation.com/world-university-rankings/university-navarra,Spain,11329,14.9,0.24,54 : 46,2021
251–300,University of Newcastle,https://www.timeshighereducation.com/world-university-rankings/university-newcastle,Australia,23221,21.7,0.18,55 : 45,2021
251–300,University of New Mexico (Main campus),https://www.timeshighereducation.com/world-university-rankings/university-new-mexico-main-campus,United States,18277,16.3,0.05,56 : 44,2021
251–300,Nova Southeastern University,https://www.timeshighereducation.com/world-university-rankings/nova-southeastern-university,United States,17101,21.2,0.06,70 : 30,2021
251–300,Oregon Health and Science University,https://www.timeshighereducation.com/world-university-rankings/oregon-health-and-science-university,United States,2999,1,0.03,66 : 34,2021
251–300,University of Padua,https://www.timeshighereducation.com/world-university-rankings/university-padua,Italy,46900,21.7,0.07,55 : 45,2021
251–300,University of Potsdam,https://www.timeshighereducation.com/world-university-rankings/university-potsdam,Germany,20668,55,0.12,57 : 43,2021
251–300,Queen’s University,https://www.timeshighereducation.com/world-university-rankings/queens-university,Canada,24354,26.1,0.14,58 : 42,2021
251–300,Ruhr University Bochum,https://www.timeshighereducation.com/world-university-rankings/ruhr-university-bochum,Germany,42954,59.5,0.15,49 : 51,2021
251–300,Simon Fraser University,https://www.timeshighereducation.com/world-university-rankings/simon-fraser-university,Canada,26778,27.5,0.3,55 : 45,2021
251–300,University of Southern Denmark,https://www.timeshighereducation.com/world-university-rankings/university-southern-denmark,Denmark,22544,12.7,0.14,53 : 47,2021
